HIAN_Done,name,category,subcategory,description,profession,specialization,period,title,equititle,family,custom,ke,othernames,theme,birthanddeath
true,Phan Đình Phùng,Nhân vật lịch sử,Cách mạng,"Phan Đình Phùng sinh tại làng Đông Thái, huyện La Sơn, tỉnh Hà Tĩnh (nay thuộc xã Tùng Ảnh, huyện Đức Thọ). Ông xuất thân từ gia đình khoa bảng, từng đỗ đầu kỳ thi Đình năm 1877 và giữ nhiều chức vụ trong triều đình nhà Nguyễn. Sau khi vua Hàm Nghi phát động phong trào Cần Vương năm 1885, ông từ quan và đứng lên lãnh đạo cuộc khởi nghĩa Hương Khê chống Pháp. Nghĩa quân do ông chỉ huy hoạt động chủ yếu tại các tỉnh Bắc Trung Bộ, xây dựng căn cứ tại Hương Sơn và Hương Khê. Dưới sự giúp sức của Cao Thắng và nhiều trí thức, ông tổ chức sản xuất vũ khí và tiến hành chiến tranh du kích trong suốt hơn 10 năm. Ông mất năm 1896 trong một trận vây ráp của quân Pháp.","Nhà Nho, chí sĩ yêu nước, lãnh tụ nghĩa quân",,Nhà Nguyễn & Pháp thuộc,Đình nguyên Tiến sĩ triều Nguyễn; Tri huyện Yên Khánh; Ngự sử Đô sát viện; Tham biện Sơn phòng Hà Tĩnh; Tán lý quân vụ phong trào Cần Vương,,,,,,,6/6/1847 - 21/1/1896
,Phan Hiền,,,,,,,,,,,,,,
true,Phan Huy Chú,Nhân vật lịch sử,Quan chức,"Phan Huy Chú sinh tại thôn Thụy Khuê, huyện Yên Sơn, phủ Quốc Oai (nay thuộc xã Sài Sơn, huyện Quốc Oai, Hà Nội), quê gốc ở thôn Chi Bông, xã Thu Hoạch, huyện Thiên Lộc, tỉnh Hà Tĩnh. Ông là con trai của Phan Huy Ích, xuất thân từ gia đình khoa bảng. Dù chỉ đỗ Tú tài, ông nổi bật với công trình Lịch triều hiến chương loại chí, bộ sách tổng hợp về chế độ và tổ chức hành chính các triều đại Việt Nam. Ông từng đi sứ Trung Quốc và có ảnh hưởng lớn trong giới học thuật đầu thế kỷ XIX.","Chính trị gia, sử gia, nhà thơ, nhà thư tịch",,Nhà Nguyễn & Pháp thuộc,Tư vụ Bộ Công,,Con của Phan Huy Ích,,,,,1782 - 28/5/1840
true,Phan Huy Ích,Nhân vật lịch sử,Quan chức,"Phan Huy Ích sinh tại làng Thu Hoạch, huyện Thiên Lộc, phủ Đức Quang, trấn Nghệ An (nay thuộc xã Thạch Châu, huyện Lộc Hà, tỉnh Hà Tĩnh). Ông đỗ Tiến sĩ năm 1775 và từng làm quan dưới ba triều đại: Lê trung hưng, Tây Sơn và Nguyễn. Dưới thời Tây Sơn, ông đảm nhiệm công việc ngoại giao, từng đi sứ sang nhà Thanh và tham gia đoàn mừng thọ vua Càn Long. Ngoài hoạt động chính trị, ông để lại nhiều tác phẩm văn học có giá trị, tiêu biểu là các bài thơ và văn tế mang tính phản ánh xã hội đương thời.","Chính trị gia, nhà thơ, nhà ngoại giao",,Nhà Tây Sơn,"Hàn lâm thừa chỉ, Đốc đồng Thanh Hóa, Hiến sát sứ Thanh Hóa, Tả Thị lang Bộ Hộ, Thượng thư Bộ Lễ",,Cha của Phan Huy Chú; con rể của Ngô Thì Nhậm,,,,,9/1/1751 - 13/3/1822
true,Phan Kế Bính,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Phan Kế Bính sinh tại làng Thụy Khuê, huyện Hoàn Long, tỉnh Hà Đông (nay thuộc quận Tây Hồ, Hà Nội). Ông đỗ cử nhân Hán học năm 1906 nhưng không ra làm quan, mà hoạt động trong lĩnh vực báo chí và văn hóa. Ông là cây bút chủ lực của Đông Dương tạp chí, đồng thời tham gia biên tập nhiều tờ báo lớn đầu thế kỷ 20. Các công trình tiêu biểu gồm “Việt Nam phong tục”, “Nam Hải dị nhân liệt truyện”, “Việt Hán văn khảo”, và bản dịch “Tam quốc chí diễn nghĩa” cùng Nguyễn Văn Vĩnh. Ông có đóng góp lớn trong việc nghiên cứu và phổ biến văn hóa dân tộc, đặc biệt trong giai đoạn giao thời giữa Nho học và Tây học.","Nhà văn, nhà báo, dịch giả, nhà nghiên cứu văn hóa",,Nhà Nguyễn & Pháp thuộc,"Chủ bút Đông Dương tạp chí; Biên tập viên Lục tỉnh tân văn, Trung Bắc tân văn; Thành viên phong trào Duy Tân",,,,,,,1875 - 30/5/1921
true,Phan Kế Toại,Nhân vật lịch sử,Lãnh đạo,"Phan Kế Toại sinh tại làng Mông Phụ, tổng Cam Thịnh, huyện Phúc Thọ, tỉnh Sơn Tây (nay thuộc xã Đường Lâm, thị xã Sơn Tây, Hà Nội). Ông xuất thân trong một gia đình quan lại, từng du học tại Trường Hành chính Thuộc địa ở Paris. Trước năm 1945, ông làm quan trong chính quyền bảo hộ, giữ các chức vụ như Tri huyện, Tuần phủ, Tổng đốc tại nhiều tỉnh. Sau Cách mạng tháng Tám, ông tham gia Việt Minh và giữ các chức vụ quan trọng trong chính phủ như Bộ trưởng Bộ Nội vụ và Phó Thủ tướng Chính phủ từ năm 1955 đến khi qua đời. Ông có đóng góp trong việc xây dựng bộ máy hành chính và tổ chức chính quyền thời kỳ đầu của nước Việt Nam Dân chủ Cộng hòa.","Nhà chính trị, công chức hành chính",,Cách mạng & kháng chiến,Khâm sai Bắc Bộ; Bộ trưởng Bộ Nội vụ; Phó Thủ tướng Chính phủ; Ủy viên Hội đồng Quốc phòng Tối cao; Ủy viên Đoàn Chủ tịch Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam,,,,,,,2/2/1892 - 26/6/1973
true,Phan Phu Tiên,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Phan Phu Tiên sinh tại làng Vẽ (nay là Đông Ngạc, quận Bắc Từ Liêm, Hà Nội), quê gốc ở làng Thu Hoạch, huyện Thiên Lộc, trấn Nghệ An (nay thuộc huyện Lộc Hà, tỉnh Hà Tĩnh). Ông đỗ Thái học sinh đời Trần và từng giữ nhiều chức vụ dưới triều Lê sơ. Ông là tác giả của “Việt âm thi tập” – hợp tuyển thơ văn đầu tiên của Việt Nam, và được giao biên soạn “Đại Việt sử ký tục biên”, nối tiếp bộ sử của Lê Văn Hưu. Ngoài ra, ông còn viết sách y học “Bản thảo thực vật toát yếu”, liệt kê hơn 400 loại thực phẩm và công dụng chữa bệnh. Các công trình của ông góp phần khôi phục văn hóa sau thời kỳ đô hộ Minh.","Nhà sử học, nhà biên khảo, thầy thuốc",,Nhà Trần,Đồng tu sử Viện Quốc Sử; An phủ sứ Thiên Trường và Hoan Châu,,,,,,,1370 - 1482
true,Phan Tây Nhạc,Nhân vật lịch sử,Quân sự,"Phan Tây Nhạc là một vị tướng thời Hùng Vương thứ 18, có công trong việc bảo vệ đất nước và giữ yên bờ cõi. Theo truyền thuyết và thần tích, ông được nhân dân thờ phụng tại nhiều đình làng ở Hà Nội, đặc biệt tại đình Thị Cấm và đình Hòe Thị (Nam Từ Liêm). Dù sử liệu chính thống không ghi chép chi tiết, Phan Tây Nhạc vẫn được xem là một trong những nhân vật tiêu biểu của thời kỳ dựng nước, gắn liền với tín ngưỡng thờ các tướng lĩnh thời Hùng Vương.",Tướng lĩnh thời Hùng Vương,,Hồng Bàng - sơ sử,Tướng quân dưới triều Hùng Vương thứ 18,,,,,,, - 
true,Phan Trọng Tuệ,Nhân vật lịch sử,Quân sự,"Phan Trọng Tuệ quê tại xã Sài Sơn, huyện Quốc Oai, thành phố Hà Nội. Ông tham gia cách mạng từ sớm, kinh qua nhiều vị trí lãnh đạo trong quân đội và chính quyền. Ông là Tư lệnh kiêm Chính ủy đầu tiên của lực lượng Công an vũ trang (nay là Bộ đội Biên phòng). Trên cương vị Bộ trưởng Bộ Giao thông Vận tải trong thời kỳ Chiến tranh Việt Nam, ông trực tiếp chỉ đạo công tác đảm bảo giao thông thông suốt, xây dựng tuyến Đường Hồ Chí Minh và khôi phục hệ thống hạ tầng sau chiến tranh. Với những đóng góp quan trọng cho sự nghiệp quốc phòng và hạ tầng giao thông quốc gia, ông đã được Nhà nước trao tặng Huân章 Sao Vàng.","Sĩ quan quân đội (Trung tướng), Nhà chính trị",,Cách mạng & kháng chiến,"Phó Thủ tướng Chính phủ, Bộ trưởng Bộ Giao thông Vận tải, Tư lệnh kiêm Chính ủy Công an vũ trang Trung ương, Ủy viên Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam",,,,,,,11/7/1917 - 8/10/1996
true,Phan Văn Đáng,Nhân vật lịch sử,Lãnh đạo,"Phan Văn Đáng, bí danh Hai Văn, sinh tại xã Mỹ Lộc, huyện Tam Bình, tỉnh Vĩnh Long. Ông tham gia cách mạng từ năm 1930, từng bị thực dân Pháp bắt và đày ra Côn Đảo sau khởi nghĩa Nam Kỳ năm 1940. Sau Cách mạng tháng Tám, ông giữ nhiều chức vụ lãnh đạo tại Vĩnh Long và Xứ ủy Nam Bộ. Từ năm 1961 đến 1975, ông là Phó Bí thư Trung ương Cục miền Nam, tham gia chỉ đạo kháng chiến chống Mỹ. Sau năm 1975, ông giữ chức Phó Chủ tịch Quốc hội và Phó Trưởng Ban Tổ chức Trung ương. Ông được truy tặng Huân chương Sao Vàng năm 2008 để ghi nhận những đóng góp trong sự nghiệp cách mạng.","Nhà cách mạng, nhà chính trị",,Cách mạng & kháng chiến,"Phó Bí thư Trung ương Cục miền Nam; Ủy viên Ban Chấp hành Trung ương Đảng khóa III, IV; Phó Chủ tịch Ủy ban Thường vụ Quốc hội khóa VI; Đại biểu Quốc hội khóa VI; Chủ tịch Công đoàn Giải phóng; Trưởng Ban Tổ chức Trung ương Cục miền Nam",,,,,,,1/10/1918 - 9/5/1997
true,Phan Văn Trị,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Phan Văn Trị sinh tại thôn Hưng Thạnh, huyện Bảo An, trấn Vĩnh Thanh (nay thuộc xã Thạnh Phú Đông, huyện Giồng Trôm, tỉnh Bến Tre). Ông đỗ Cử nhân năm 1849 nhưng không ra làm quan, sống bằng nghề dạy học và làm thơ. Trong thời kỳ Pháp xâm lược Nam Kỳ, ông sáng tác nhiều bài thơ yêu nước, phê phán triều đình nhu nhược và quan lại xu nịnh. Ông nổi tiếng với chùm thơ đối đáp với Tôn Thọ Tường và các bài vịnh vật mang tính châm biếm. Sau này, ông sống tại huyện Phong Điền, Cần Thơ, nơi có khu mộ và đền thờ được công nhận là Di tích Lịch sử cấp Quốc gia.","Nhà thơ, nhà giáo, thầy thuốc",,Nhà Nguyễn & Pháp thuộc,,,,,,,,1830 - 22/6/1910
true,Phan Văn Trường,Nhân vật lịch sử,Cách mạng,"Phan Văn Trường là một trong những trí thức yêu nước tiêu biểu đầu thế kỷ XX. Ông sinh tại làng Đông Ngạc, huyện Từ Liêm, Hà Nội, và là người Việt đầu tiên đỗ Tiến sĩ luật tại Đại học Sorbonne, Pháp. Trong thời gian sống tại Paris, ông hoạt động tích cực trong phong trào yêu nước, cùng Phan Châu Trinh và Nguyễn Tất Thành thành lập các hội đoàn và xuất bản báo chí nhằm đấu tranh cho quyền lợi của người Việt. Ông là một trong bốn người ký tên bản “Yêu sách của nhân dân An Nam” gửi Hội nghị Versailles năm 1919. Sau khi về nước, ông tiếp tục hoạt động báo chí và vận động dân chủ. Ông cũng có công về mặt văn hóa vì là người đầu tiên chính thức đề xướng việc dùng chữ Quốc ngữ là văn tự cho người Việt.","Luật sư, nhà báo",,Nhà Nguyễn & Pháp thuộc,Hội trưởng Hội Đồng bào Thân ái tại Pháp,,,,,,,25/9/1876 - 1933
true,Pháo Đài Láng,Địa danh,,"Pháo đài Láng là một di tích lịch sử ở phía Tây Hà Nội, trước đây nằm trong địa phận làng Láng Trung, nay phố Pháo Đài Láng thuộc phường Láng Thượng, Hà Nội. Di tích nay nằm trong khuôn viên Trung tâm khí tượng thuỷ văn quốc gia. Vị trí này trước được gọi là Gò Cả, vào năm 1940 quân đội Pháp đã dựng một pháo đài với ba khẩu pháo 75mm và bốn khẩu cao xạ. Sau khi Nhật đảo chính Pháp, pháo đài rơi vào tay người Nhật. Khi quân Nhật đầu hàng, họ cho phá huỷ các cố pháo lớn và vứt các bộ phận quan trọng. Quân Việt Minh cho tìm kiếm thu nhặt ở các nơi về, dồn các bộ phận từ 20 khẩu pháo cao xạ thành 7 khẩu hoàn chỉnh bắn được. Vào 20:03 ngày 19/12/1946, Pháo đài Láng cùng với Pháo đài Xuân Tảo và Xuân Canh phát hoả, bắn pháo vào Sở chỉ huy và kho hậu cần của quân Pháp để mở đầu cho Toàn quốc kháng chiến ở Thủ đô. Sáng ngày 20/12/1946, Pháo đài Láng bắn chặn quân Pháp từ Đồn Thuỷ (khu vực nhượng địa - nay là khu vực phía sau trường Đại học Dược, Đại học Tổng hợp, xung quanh phố Phạm Ngũ Lão) tiến về Bắc Bộ Phủ (nay là Nhà khách Chính phủ trên phố Ngô Quyền - đối diện vườn hoa Con Cóc). Sáng ngày 21/12, Pháo đài Láng bắn rơi một máy bay của quân Pháp. Đến ngày 10/1/1947, Pháo đài Láng được lệnh phá huỷ pháo và rút về Hà Đông. Pháo được tháo dỡ chuyển đi, các bộ phận quá nặng thì phá huỷ tại chỗ.",,,,,,,,,,,
true,Phất Lộc,Khác,,"Ngõ Phất Lộc có tên gọi bắt nguồn từ làng Phất Lộc ở huyện Đông Quan, Thái Bình. Năm 1717, một thư sinh họ Bùi từ làng này lên Thăng Long học tại Quốc Tử Giám rồi định cư ở thôn Tiên Hạ. Dân làng theo lên lập nghiệp, hình thành cộng đồng cư dân và đặt tên ngõ theo quê gốc",,,,,,,,,,,
true,Phó Đức Chính,Nhân vật lịch sử,Cách mạng,"Phó Đức Chính sinh tại làng Đa Ngưu, nay thuộc xã Tân Tiến, huyện Văn Giang, tỉnh Hưng Yên. Sau khi tốt nghiệp Trường Cao đẳng Công chính, ông được bổ nhiệm sang Lào làm việc nhưng sớm từ bỏ công việc để hoạt động cách mạng. Năm 1927, ông tham gia sáng lập Việt Nam Quốc Dân Đảng, trở thành cánh tay phải của Nguyễn Thái Học, phụ trách công tác tổ chức và hoạch định kế hoạch khởi nghĩa. Sau vụ ám sát trùm mộ phu người Pháp Bazin, ông bị bắt và kết án tù treo nhưng vẫn tiếp tục hoạt động bí mật. Trong cuộc khởi nghĩa Yên Bái năm 1930, ông bị bắt tại Sơn Tây và bị kết án tử hình. Ngày 17/6/1930, ông cùng Nguyễn Thái Học và 11 đồng chí bị xử chém tại pháp trường Yên Bái. Trước khi hy sinh, ông đã nói: “Đại sự không thành! Chết là vinh! Còn chống án làm chi vô ích!”.",Nhà cách mạng,,Nhà Nguyễn & Pháp thuộc,Lãnh tụ Việt Nam Quốc Dân Đảng; phụ trách công tác tổ chức Tổng bộ,,,,,,,1907 - 17/6/1930
false,Phổ Giác,Di tích,,,,,,,,,,,,,
false,Phú Cường,Không rõ,,,,,,,,,,,,,
false,Phú Diễn,Địa danh,,,,"Trồng bưởi Diễn, làm vàng mã, tổ chức hội bơi thuyền",,,,,,Kẻ Diễn,Phúc Khê,,
false,Phú Đô,Địa danh,,,,Làm bún,,,,,,,,,
true,Phủ Doãn,Địa danh,,"Phủ Doãn là một chức quan đứng đầu phủ Phụng Thiên, được đặt từ thời Hồng Đức. Phủ này bao gồm hai huyện Vĩnh Xương và Quảng Đức (sau đổi thành Thọ Xương và Vĩnh Thuận), tương ứng với các quận nội thành cũ Hà Nội, bao gồm các quận Hoàn Kiếm, Hai Bà Trưng, Ba Đình, Đống Đa, Tây Hồ. Nha Phủ Doãn là nơi làm việc cho Phủ Doãn được đặt tại khu vực phố Phủ Doãn. Trên phố Phủ Doãn có Nhà thương Phủ Doãn (nay là Bệnh viện Việt-Đức). Nhà thương Phủ Doãn được thành lập năm 1896 do một nữ tu sĩ đứng ra quyên tiền, xây dựng ở đầu phố Phủ Doãn. Năm 1904, chính quyền chủ trương xây dựng nhà thương thành nơi chữa bệnh cho người bản xứ, nên dỡ bỏ nhà thương cũ và xây nhà kiểu mới, mở cổng chính quay ra phố Tràng Thi và đặt tên là Bệnh viện Bảo hộ.",,,,,,,,,,,
true,Phù Đổng Thiên Vương,Nhân vật lịch sử,Thần thoại,"Phù Đổng Thiên Vương, còn gọi là Thánh Gióng, là một trong Tứ Bất Tử trong tín ngưỡng dân gian Việt Nam. Theo truyền thuyết, ông sinh ra tại làng Phù Đổng, ba tuổi không nói năng, nhưng khi đất nước có giặc ngoại xâm, ông vùng dậy, ăn khỏe, lớn nhanh, cưỡi ngựa sắt, cầm roi sắt đánh tan quân giặc Ân. Sau chiến thắng, ông bay về trời. Công lao của ông được ghi nhớ qua lễ hội Gióng và các đền thờ tại Hà Nội và Bắc Ninh.","Nhân vật truyền thuyết, danh tướng huyền thoại",,Hồng Bàng - sơ sử,Xung Thiên Thần Vương,,,,,,, - 
false,Phú Gia,Địa danh,,,,,,,,,,Kẻ Gạ,,,
false,Phú Hựu,Địa danh,,,,,,,,,,,,,
false,Phú Kiều,Không rõ,,,,,,,,,,,,,
false,Phú La,Địa danh,,,,,,,,,,,,,
false,Phú Lương,Địa danh,,,,,,,,,,,,,
false,Phú Minh,Không rõ,,,,,,,,,,,,,
false,Phú Mỹ (Chương Mỹ),Địa danh,,,,,,,,,,,,,
false,Phú Mỹ (Từ Liêm),Địa danh,,,,,,,,,,,,,
false,Phú Thượng,Địa danh,,,,Làm xôi?,,,,,,,,,
false,Phú Viên,Địa danh,,"Phú Viên là một địa danh cổ tại khu vực ven sông Hồng. Trước năm 1945, Phú Viên là một xã thuộc tổng Gia Thụy, huyện Gia Lâm. Tới sau năm 1955, Phú Viên trở thành một thôn thuộc xã Hồng Tiến, quận VIII ngoại thành Hà Nội. Phố Phú Viên được đặt tên vào tháng 12, năm 2006",,"Đánh cá, vận tải thủy, làm giấy thủ công",,,,,,,,,
false,Phú Xá,Địa danh,,,,,,,,,,Kẻ Xù,,,
false,Phúc Đam,Địa danh,,,,,,,,,,,,,
false,Phúc Diễn,Địa danh,,,,Trồng bưởi Diễn,,,,,,,Phù Diễn,,
false,Phúc Hoa,Không rõ,,,,,,,,,,,,,
false,Phúc La,Địa danh,,,,,,,,,,,,,
false,Phúc Lợi,Địa danh,,,,,,,,,,,,,
false,Phúc Lý,Địa danh,,,,Có tục ném đất,,,,,,,,,
false,Phúc Minh,Không rõ,,,,,,,,,,,,,
false,Phúc Tân,Địa danh,,,,,,,,,,,,,
false,Phúc Thành,Không rõ,,,,,,,,,,,,,
false,Phúc Tiến,Không rõ,,,,,,,,,,,,,
false,Phúc Xá,Địa danh,,"Phúc Xá là một làng cổ ven sông Hồng, nay thuộc tổ dân phố số 8, phường Ngọc Thụy, quận Long Biên, Hà Nội. Vốn có tên là Ân Xá từ thời Lý, sau đổi thành Cơ Xá, rồi Phúc Xá. Vị trí làng từng nằm ở bãi giữa sông Hồng, sau chuyển sang bờ Bắc do biến động dòng chảy. Đình Phúc Xá thờ danh tướng Lý Thường Kiệt, Đào Kỳ – Đại nguyên soái thời Hai Bà Trưng, cùng các vị thần thời Hùng Vương và hai công chúa giúp vận chuyển lương thực cho triều Lý. Trong kháng chiến chống Pháp và Mỹ, dân làng Phúc Xá đã kiên cường bảo vệ cầu phao Chương Dương – tuyến giao thông chiến lược. Làng có truyền thống yêu nước, nhiều công trình tâm linh như đình, chùa, đền vẫn được bảo tồn.",,,,,,,"Lễ hội đình Phúc Xá thờ Lý Thường Kiệt, Đào Kỳ, các vị thần thời Hùng Vương; lễ cầu an và giỗ Thành hoàng làng",,"Ân Xá, Cơ Xá",,
true,Phùng Chí Kiên,Nhân vật lịch sử,Quân sự,"Phùng Chí Kiên, tên thật là Nguyễn Vỹ, sinh tại làng Mỹ Quan, huyện Diễn Châu, tỉnh Nghệ An. Ông từng học tại Trường Quân sự Hoàng Phố và Đại học Phương Đông của Quốc tế Cộng sản. Trong sự nghiệp cách mạng, ông hoạt động tại Trung Quốc, Liên Xô và sau đó trở về Việt Nam chỉ đạo phong trào trong nước. Ông là người phụ trách công tác quân sự đầu tiên của Đảng Cộng sản Đông Dương và được truy phong là vị tướng đầu tiên của Quân đội Nhân dân Việt Nam. Ông bị bắt và hy sinh tại Bắc Kạn năm 1941.","Quân nhân, chính trị gia",,Nhà Nguyễn & Pháp thuộc,Ủy viên Thường vụ Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương khóa I; Chỉ huy trưởng Trung đội Cứu quốc quân thứ nhất; Tổng chỉ huy Khu căn cứ Bắc Sơn – Võ Nhai,,,,,,,18/5/1901 - 22/8/1941
true,Phùng Hưng,Nhân vật lịch sử,Lãnh đạo,"Phùng Hưng sinh tại làng Đường Lâm, nay thuộc thị xã Sơn Tây, Hà Nội. Ông xuất thân từ một gia đình hào phú, có sức khỏe phi thường. Cuối thế kỷ VIII, ông lãnh đạo cuộc khởi nghĩa chống lại ách đô hộ của nhà Đường tại An Nam, cùng các em là Phùng Hải và Phùng Dĩnh. Nghĩa quân chiếm giữ vùng Đường Lâm và tiến đánh thành Tống Bình, buộc quan đô hộ Cao Chính Bình phải rút lui. Sau khi giành quyền kiểm soát, ông cai quản vùng đất trong một thời gian ngắn trước khi qua đời. Con ông là Phùng An kế tục sự nghiệp. Phùng Hưng được nhân dân tôn xưng là Bố Cái Đại Vương và thờ tại nhiều nơi, trong đó có đền thờ ở làng Cam Lâm, Hà Nội.",Thủ lĩnh khởi nghĩa,,Bắc Thuộc & khởi nghĩa,Đô Quân; Bố Cái Đại Vương,,,,,,,5/1/761 - 13/9/802
true,Phùng Khắc Khoan,Nhân vật lịch sử,Quan chức,"Phùng Khắc Khoan sinh tại làng Phùng Xá, huyện Thạch Thất, trấn Sơn Tây (nay thuộc Hà Nội). Ông đỗ Hoàng giáp năm 1580 dưới triều Lê Thế Tông, từng giữ nhiều chức vụ quan trọng trong triều đình nhà Lê trung hưng. Năm 1597, ông được cử làm Chánh sứ sang triều Minh, nơi ông giao lưu văn chương với sứ thần Triều Tiên Lý Toái Quang. Ông để lại nhiều tác phẩm thơ văn như Ngôn chí thi tập, Mai Lĩnh sứ hoa thi tập, phản ánh tư tưởng và đời sống văn hóa thời kỳ hậu Lê. Sau khi nghỉ hưu, ông về quê tu sửa cầu cống và sống gần gũi với dân làng.","Chính trị gia, nhà thơ, nhà ngoại giao",,Phân tranh,"Ký lục ngự dinh, Cấp sự trung Binh khoa, Cấp sự trung Bộ Lễ, Hồng lô tự khanh, Hữu thị lang Bộ Công, Thừa chính Thanh Hoa, Công bộ Tả thị lang, Lại bộ Tả thị lang, Thượng thư Bộ Công, Thượng thư Bộ Hộ, Chánh sứ sang triều Minh, tước Mai Quận công",,,,,,,1528 - 1613
false,Phùng Khoang,Địa danh,,,,,,,,,,Kẻ Mọc,,,
false,Phượng Bãi,Không rõ,,,,,,,,,,,,,
,Phương Bản,,,,,,,,,,,,,,
false,Phương Canh,Địa danh,,,,,,,,,,,,,
,Phượng Giang,,,,,,,,,,,,,,
true,Phương Liệt,Địa danh,,"Phương Liệt là tên một ngôi làng cổ ở phía Nam Hà Nội. Làng trước đây thuộc tổng Thịnh Liệt (còn gọi là tổng Sét), huyện Thanh Trì, nay phố Phương Liệt thuộc phường Phương Liệt. Làng gốc là Giáp Cửu, là một giáp (đơn vị nhỏ hơn của làng) của làng Thịnh Liệt (tên Nôm là Kẻ Sét), sau này tách thành làng riêng. Làng có địa giới rất rộng, kéo dài từ khoảng sân bay Bạch Mai (đường Lê Trọng Tấn hiện nay) đến ngã tư Vọng. Phương Liệt tiếng Hán có nghĩa là thơm tho, do trong địa giới của làng có nhiều ao hồ và trồng nhiều sen, nên dân làng sống bằng nghề làm ruộng, đánh bắt cá, ươm rau muống bè, bán lá và hoa sen. Làng là nơi cung cấp lá sen để gói cốm của làng Vòng và gói cà bát muối của làng Hạ Đình. Sau này khi người Pháp xây dựng thành phố Hà Nội, dân làng Phương Liệt nhận làm cả nghề quét vôi. Đình làng thờ Cao Sơn Đại vương.",,,,,,,,,Vọng,,
false,Phương Mai,Địa danh,,,,,,,,,,,,,
false,Phương Nam,Không rõ,,,,,,,,,,,,,
,Phượng Yên,,,,,,,,,,,,,,
true,Quan Hoa,Địa danh,,"Quan Hoa là tên một xóm thuộc làng Thượng Yên Quyết, nằm ở phía Tây Hà Nội. Trong xóm có cụ Nguyễn Công Thịnh (có nguồn ghi tên cụ là Nguyễn Đình Thịnh) là Tri huyện Hoa Khê (phủ Lâm Thao, trấn Sơn Tây, nay là xã Cẩm Khê, tỉnh Phú Thọ) đã từ quan, bỏ về nhà ở đây dạy học. Ông nổi tiếng là người thanh liêm, có nhiều công giúp dân làng khai trí. Dân làng gọi ông là Quan Huyện Hoa Khê, rút gọn lại thành Quan Hoa rồi lấy tên đó đặt cho xóm.",,,,,,,,,,,
false,Quần Ngựa,Địa danh,,,,,,,,,,,,,
true,Quan Nhân,Địa danh,,"Quan Nhân là tên một ngôi làng cổ ở phía Tây Nam Hà Nội. Làng thuộc xã Nhân Mục Môn, tổng Khương Đình, huyện Thanh Trì, sau nhập huyện Từ Liêm, nay phố Quan Nhân thuộc phường Thanh Xuân, Hà Nội. Trước đây đường đi qua làng là đường thập đạo, nối Hà Nội với các tỉnh phía Tây và Tây Nam (sau khi có ấp Thái Hà, đường thập đạo phải đi tránh ấp Thái Hà ra, cuối cùng đi qua khu vực Ngã tư Sở như này nay). Làng thuộc vùng Kẻ Mọc, phân ra thành Nhân Mục Môn và Nhân Mục Cựu. Nhân Mục Môn bao gồm Quan Nhân, Cự Lộc, Chính Kinh, Giáp Nhất. Nhân Mục Cựu bao gồm Thượng Đình và Hạ Đình. Theo Quốc sử tạp lục thì hồi thế kỷ X, các làng ở đây đều có rừng nên mới gọi là Kẻ Mọc (tên chữ là Mộc Cự, sau đổi thành Nhân Mục). Làng Quan Nhân chia thành hai xóm, xóm Chùa và xóm Sòi. Đình làng Quan Nhân thờ Hùng Lãng Công, là một vị tướng từ thời Hùng Vương có công chiến đấu với quân Nam Chiếu (khu vực Vân Nam, Trung Quốc hiện nay). Làng có truyền thống hiếu học, có nhiều người được đỗ đạt, làm quan lớn.",,"Dạy học, làm quan, khoa bảng",,,,,,Kẻ Mọc,Nhân Mục,,
false,Quán Sứ,Di tích,,,,,,,,,,,,,
true,Quán Thánh,Di tích,,"Quán Thánh (không phải Quan Thánh) là tên của một ngôi đền nằm ở góc Tây Bắc của thành Hà Nội. Đền có tên chữ là Trấn Vũ Quán, gốc là một Quán thờ Thánh Trấn Vũ. Quán là nơi tu hành, thờ tự của những người theo Đạo giáo, đạo thần tiên, lấy Lão Tử làm giáo tổ và do Trương Đạo Lăng sáng lập thời Đông Hán. Thánh Trấn Vũ (hay Trấn Vũ) là một vị thần tượng trưng cho sao Bắc cực, thống trị phương Bắc, quản lý các loài thuỷ tộc trong tín ngưỡng Đạo giáo. Nguyên xưng là Huyền Vũ Đại Đế, đến năm 1012 do kỵ húy Triệu Huyền Lãng nên đổi thành Chân Vũ, thông xưng là Bắc Cực Huyền Thuyên Thượng Đế, thường được gọi tắt là Huyền Đế, Bắc Đế, Hắc Đế, hay Chân Vũ Đại Đế. Ngài tượng trưng cho Bắc Cung Huyền Vũ trong Nhị Thập Bát Tú, là vị đại thần của Đạo giáo thống lĩnh phương Bắc, có thể lãnh toàn bộ thủy tộc và mọi sự vật liên quan đến nước.",,,,,,,,,,,
true,Quan Thổ,Địa danh,,"Quan Thổ là tên một làng cổ ở phía Tây Nam Hà Nội. Quan Thổ trước thuộc tổng Hạ, huyện Vĩnh Thuận, sau này hợp nhất với thôn Quan Trạm thành thôn Thổ Quan, thuộc tổng Yên Hoà. Nay Quan Thổ thuộc phường Văn Miếu - Quốc Tử Giám.",,,,,,,,,,,
false,Quan Thôn,Không rõ,,,,,,,,,,,,,
