name:trivia,processedname,ward,trivia,localhero
Ngách 295/17 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngách 295/24 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngách 295/67 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngách 459/47 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngách 459/53 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngách 459/82 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngõ 105 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngõ 196 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngõ 220 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngõ 222 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,"Ngõ 222 có tên cũ là ngõ Văn Chỉ. Văn Chỉ có nghĩa là nền văn. Trong ngõ có di tích Văn chỉ của huyện Thọ Xương cũ, được xây dựng khá quy mô vào năm 1838.",
Ngõ 295 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngõ 300 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngõ 318 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngõ 357 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngõ 381 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngõ 392 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngõ 402 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngõ 403 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,"Ngõ có tên khác là Mỹ Ký, do trước đây có nhà chuyên làm đồ nữ trang bằng vàng tây, bạc giả tên là Mỹ Ký.",
Ngõ 433 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngõ 442 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngõ 459 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngõ 506 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Ngõ 510 Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,,
Phố Bạch Mai - Bạch Mai,Bạch Mai,Bạch Mai,"Bạch Mai là con đường thiên lý của thành Thăng Long, nối nội đô Thăng Long đi các tỉnh phía Nam. Phố Bạch Mai trước đây được coi là vùng ngoại ô (vì ở ngoài của cửa ô), nhưng vẫn khá gần trung tâm thành phố nên đây từng là điểm ăn chơi hát cô đầu nổi tiếng, thường được nhắc đến trong các quyển khảo cứu của Nguyễn Ngọc Tiến, Tô Hoài, etc. Phía Bắc của Bạch Mai là ngã tư giữa bốn phố Huế, Trần Khát Chân, Đại Cồ Việt và Bạch Mai. Đây là một cửa ô của thành Đại La, tên chữ là ô Yên Ninh, sau đổi thành ô Thịnh Yên (hoặc ô Thịnh An), tên dân gian gọi là ô Cầu Dền. Theo dân gian, ở làng Kim Liên có anh học trò nghèo, cha mẹ chết sớm, phải đi dạy học kiếm ăn qua ngày. Mấy năm đói kém, nhờ có mấy mẫu ruộng rau dền nên anh cứu giúp được nhiều người qua khỏi nạn đói. Người ta gọi chỗ anh sống là Ô Cầu Dền. Đây là một trong những cửa ô quan trọng, vì nối Thăng Long vào các tỉnh phía Nam (đặc biệt là vào Huế) bằng đường thiên lý. Trước đây, đường Đại Cồ Việt và đường Trần Khát Chân vẫn còn là đê (thuộc hệ thống Đê La Thành), phía Nam là sông Kim Ngưu (một nhánh của sông Tô Lịch). Nối giữa phố Huế và Bạch Mai là một con cống nhỏ. Phía Nam của Bạch Mai là ngã tư giữa bốn phố Bạch Mai, Minh Khai, Trương Định và Đại La. Đây là một trong những cửa ô của vòng thành bằng đất phía ngoài của thành Đại La mở rộng. Ngã tư này còn gọi là ngã tư Trung Hiền, cạnh đây có Chợ Mơ là một trong những chợ đầu mối đầu tiên của Hà Nội. Chợ Mơ tương đối mới, một phần được thành lập bởi một phần Chợ Đuổi (nay ở cuối phố Lê Đại Hành) bị đuổi thì chạy xuống đây.",
Ngõ 15 Phố Bùi Ngọc Dương - Bạch Mai,Bùi Ngọc Dương,Bạch Mai,,TRUE
Ngõ 27 Phố Bùi Ngọc Dương - Bạch Mai,Bùi Ngọc Dương,Bạch Mai,,TRUE
Ngõ 31 Phố Bùi Ngọc Dương - Bạch Mai,Bùi Ngọc Dương,Bạch Mai,,TRUE
Ngõ 34 Phố Bùi Ngọc Dương - Bạch Mai,Bùi Ngọc Dương,Bạch Mai,,TRUE
Ngõ 42 Phố Bùi Ngọc Dương - Bạch Mai,Bùi Ngọc Dương,Bạch Mai,,TRUE
Ngõ 44 Phố Bùi Ngọc Dương - Bạch Mai,Bùi Ngọc Dương,Bạch Mai,,TRUE
Ngõ 50 Phố Bùi Ngọc Dương - Bạch Mai,Bùi Ngọc Dương,Bạch Mai,,TRUE
Ngõ 65 Phố Bùi Ngọc Dương - Bạch Mai,Bùi Ngọc Dương,Bạch Mai,,TRUE
Ngõ 8 Phố Bùi Ngọc Dương - Bạch Mai,Bùi Ngọc Dương,Bạch Mai,,TRUE
Ngõ 90 Phố Bùi Ngọc Dương - Bạch Mai,Bùi Ngọc Dương,Bạch Mai,,TRUE
Phố Bùi Ngọc Dương - Bạch Mai,Bùi Ngọc Dương,Bạch Mai,,TRUE
Ngách 27 Ngõ Chùa Liên Phái - Bạch Mai,Chùa Liên Phái,Bạch Mai,,
Ngách 68 Ngõ Chùa Liên Phái - Bạch Mai,Chùa Liên Phái,Bạch Mai,,
Ngõ Chùa Liên Phái - Bạch Mai,Chùa Liên Phái,Bạch Mai,,
Ngõ 50 Phố Chùa Quỳnh - Bạch Mai,Chùa Quỳnh,Bạch Mai,,
Ngõ 76 Phố Chùa Quỳnh - Bạch Mai,Chùa Quỳnh,Bạch Mai,,
Ngõ 88 Phố Chùa Quỳnh - Bạch Mai,Chùa Quỳnh,Bạch Mai,,
Phố Chùa Quỳnh - Bạch Mai,Chùa Quỳnh,Bạch Mai,,
Đường Đại Cồ Việt - Bạch Mai,Đại Cồ Việt,Bạch Mai,"Đường Đại Cồ Việt hiện nay là một phần của đê La Thành, là toà thành đất bao quanh Hà Nội cũ, và đóng vai trò là đường Vành đai 1 hiện nay. Trong quá trình xây dựng vào khoảng những năm 1980, độ cao đê đã được hạ bớt.",
Ngõ 27 Đường Đại Cồ Việt - Bạch Mai,Đại Cồ Việt,Bạch Mai,,
Ngõ 31 Đường Đại Cồ Việt - Bạch Mai,Đại Cồ Việt,Bạch Mai,,
Ngõ 124 Phố Đại La - Bạch Mai,Đại La,Bạch Mai,,
Ngõ 128C Đại La (Cũ) - Bạch Mai,Đại La,Bạch Mai,,
Ngõ 128C Phố Đại La - Bạch Mai,Đại La,Bạch Mai,,
Ngõ 128C Phố Đại La (Cũ) - Bạch Mai,Đại La,Bạch Mai,,
Ngõ 22 Phố Đại La - Bạch Mai,Đại La,Bạch Mai,,
Ngõ 78 Phố Đại La - Bạch Mai,Đại La,Bạch Mai,,
Ngõ 8 Phố Đại La - Bạch Mai,Đại La,Bạch Mai,,
Ngõ 82 Phố Đại La - Bạch Mai,Đại La,Bạch Mai,,
Ngõ 84 Phố Đại La - Bạch Mai,Đại La,Bạch Mai,,
Phố Đại La - Bạch Mai,Đại La,Bạch Mai,,
Ngách 16 Ngõ Đình Đông - Bạch Mai,Đình Đông,Bạch Mai,,
Ngõ Đình Đông - Bạch Mai,Đình Đông,Bạch Mai,,
Ngõ Đỗ Thuận - Bạch Mai,Đỗ Thuận,Bạch Mai,,
Đường Giải Phóng - Bạch Mai,Giải Phóng,Bạch Mai,,
Ngõ 13 Đường Giải Phóng - Bạch Mai,Giải Phóng,Bạch Mai,,
Ngõ 155 Đường Giải Phóng - Bạch Mai,Giải Phóng,Bạch Mai,,
Ngõ 167 Đường Giải Phóng - Bạch Mai,Giải Phóng,Bạch Mai,,
Ngõ 75 Đường Giải Phóng - Bạch Mai,Giải Phóng,Bạch Mai,,
Ngách 1 Ngõ Giếng Mứt - Bạch Mai,Giếng Mứt,Bạch Mai,,
Ngách 15 Ngõ Giếng Mứt - Bạch Mai,Giếng Mứt,Bạch Mai,,
Ngách 16 Ngõ Giếng Mứt - Bạch Mai,Giếng Mứt,Bạch Mai,,
Ngách 2 Ngõ Giếng Mứt - Bạch Mai,Giếng Mứt,Bạch Mai,,
Ngách 3 Ngõ Giếng Mứt - Bạch Mai,Giếng Mứt,Bạch Mai,,
Ngách 35 Ngõ Giếng Mứt - Bạch Mai,Giếng Mứt,Bạch Mai,,
Ngách 36 Ngõ Giếng Mứt - Bạch Mai,Giếng Mứt,Bạch Mai,,
Ngách 45 Ngõ Giếng Mứt - Bạch Mai,Giếng Mứt,Bạch Mai,,
Ngách 5 Ngõ Giếng Mứt - Bạch Mai,Giếng Mứt,Bạch Mai,,
Ngõ Giếng Mứt - Bạch Mai,Giếng Mứt,Bạch Mai,,
Ngõ Hậu Khuông - Bạch Mai,Hậu Khuông,Bạch Mai,,
Hẻm 81/14 Ngõ Hoà Bình 7 - Bạch Mai,Hoà Bình (Bạch Mai),Bạch Mai,,
Hẻm 81/23 Ngõ Hoà Bình 7 - Bạch Mai,Hoà Bình (Bạch Mai),Bạch Mai,,
Hẻm 81/4 Ngõ Hoà Bình 7 - Bạch Mai,Hoà Bình (Bạch Mai),Bạch Mai,,
Ngách 100 Ngõ Hoà Bình 7 - Bạch Mai,Hoà Bình (Bạch Mai),Bạch Mai,,
Ngách 114 Ngõ Hoà Bình 7 - Bạch Mai,Hoà Bình (Bạch Mai),Bạch Mai,,
Ngách 12 Ngõ Hoà Bình 3 - Bạch Mai,Hoà Bình (Bạch Mai),Bạch Mai,,
Ngách 25 Ngõ Hoà Bình 7 - Bạch Mai,Hoà Bình (Bạch Mai),Bạch Mai,,
Ngách 56 Ngõ Hoà Bình 7 - Bạch Mai,Hoà Bình (Bạch Mai),Bạch Mai,,
Ngách 66 Ngõ Hoà Bình 7 - Bạch Mai,Hoà Bình (Bạch Mai),Bạch Mai,,
Ngách 81 Ngõ Hoà Bình 7 - Bạch Mai,Hoà Bình (Bạch Mai),Bạch Mai,,
Ngách 97 Ngõ Hoà Bình 7 - Bạch Mai,Hoà Bình (Bạch Mai),Bạch Mai,,
Ngõ Hoà Bình 1 - Bạch Mai,Hoà Bình (Bạch Mai),Bạch Mai,,
Ngõ Hoà Bình 2 - Bạch Mai,Hoà Bình (Bạch Mai),Bạch Mai,,
Ngõ Hoà Bình 3 - Bạch Mai,Hoà Bình (Bạch Mai),Bạch Mai,,
Ngõ Hoà Bình 4 - Bạch Mai,Hoà Bình (Bạch Mai),Bạch Mai,,
Ngõ Hoà Bình 5 - Bạch Mai,Hoà Bình (Bạch Mai),Bạch Mai,,
Ngõ Hoà Bình 6 - Bạch Mai,Hoà Bình (Bạch Mai),Bạch Mai,,
Ngõ Hoà Bình 7 - Bạch Mai,Hoà Bình (Bạch Mai),Bạch Mai,,
Ngách 133/43 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngách 156/10 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngách 156/14 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngách 156/20 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngách 156/24 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngách 156/28 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngách 156/32 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngách 159/18 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngách 159/20 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngách 159/22 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngách 159/26 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngách 187/49 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngách 187/53 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngách 204/3 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 107 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 13 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 133 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 156 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 158 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 159 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 164 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 168 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 170 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 172 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 186 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 187 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 19 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 204 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 215 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 216 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 29 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 37 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 39 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 75 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 76 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ 94 Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Phố Hồng Mai - Bạch Mai,Hồng Mai,Bạch Mai,,
Ngõ Kiến Thiết - Bạch Mai,Kiến Thiết (Bạch Mai),Bạch Mai,,
Ngõ 2 Phố Lạc Nghiệp - Bạch Mai,Lạc Nghiệp,Bạch Mai,,
Phố Lạc Nghiệp - Bạch Mai,Lạc Nghiệp,Bạch Mai,,
Cầu Lạc Trung - Bạch Mai,Lạc Trung,Bạch Mai,,
Ngõ Lao Động - Bạch Mai,Lao Động,Bạch Mai,,
Ngách 106/11 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngách 106/17 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngách 121/9 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngách 33/12 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngách 33/4 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngách 33/6 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngách 36/10 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngách 37/14 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngách 37/16 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngách 37/8 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngách 67/28 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngách 67/34 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngách 67/40 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngách 87/1 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 104 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 106 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 117 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 119 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 121 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 134 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 137 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 165 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 174 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 2 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 204 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 224 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 256 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 266 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 33 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 36 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 37 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 55 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 67 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 78 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 85 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 87 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ 93 Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Phố Lê Thanh Nghị - Bạch Mai,Lê Thanh Nghị,Bạch Mai,,
Ngõ Mai Hương - Bạch Mai,Mai Hương,Bạch Mai,,
Hẻm 211/28/1 Phố Minh Khai - Bạch Mai,Minh Khai,Bạch Mai,,
Hẻm 211/28/2 Phố Minh Khai - Bạch Mai,Minh Khai,Bạch Mai,,
Hẻm 211/28/3 Phố Minh Khai - Bạch Mai,Minh Khai,Bạch Mai,,
Hẻm 211/28/4 Phố Minh Khai - Bạch Mai,Minh Khai,Bạch Mai,,
Ngách 211/26 Phố Minh Khai - Bạch Mai,Minh Khai,Bạch Mai,,
Ngách 211/28 Phố Minh Khai - Bạch Mai,Minh Khai,Bạch Mai,,
Ngách 9/30 Phố Minh Khai - Bạch Mai,Minh Khai,Bạch Mai,,
Ngách 9/35 Phố Minh Khai - Bạch Mai,Minh Khai,Bạch Mai,,
Ngõ 195 Phố Minh Khai - Bạch Mai,Minh Khai,Bạch Mai,,
Ngõ 195A Phố Minh Khai - Bạch Mai,Minh Khai,Bạch Mai,,
Ngõ 197 Phố Minh Khai - Bạch Mai,Minh Khai,Bạch Mai,,
Ngõ 211 Phố Minh Khai - Bạch Mai,Minh Khai,Bạch Mai,,
Ngõ 229 Phố Minh Khai - Bạch Mai,Minh Khai,Bạch Mai,,
Ngõ 9 Phố Minh Khai - Bạch Mai,Minh Khai,Bạch Mai,,
Phố Minh Khai - Bạch Mai,Minh Khai,Bạch Mai,,
Phố Nguyễn Hiền - Bạch Mai,Nguyễn Hiền,Bạch Mai,,
Hẻm 295/75 Ngõ Quỳnh - Bạch Mai,Quỳnh,Bạch Mai,,
Hẻm 295/85 Ngõ Quỳnh - Bạch Mai,Quỳnh,Bạch Mai,,
Hẻm 369/10 Ngõ Quỳnh - Bạch Mai,Quỳnh,Bạch Mai,,
Hẻm 369/27 Ngõ Quỳnh - Bạch Mai,Quỳnh,Bạch Mai,,
Ngách 11 Ngõ Quỳnh - Bạch Mai,Quỳnh,Bạch Mai,,
Ngách 269 Ngõ Quỳnh - Bạch Mai,Quỳnh,Bạch Mai,,
Ngách 303 Ngõ Quỳnh - Bạch Mai,Quỳnh,Bạch Mai,,
Ngách 305 Ngõ Quỳnh - Bạch Mai,Quỳnh,Bạch Mai,,
Ngách 317 Ngõ Quỳnh - Bạch Mai,Quỳnh,Bạch Mai,,
Ngách 369 Ngõ Quỳnh - Bạch Mai,Quỳnh,Bạch Mai,,
Ngách 37 Ngõ Quỳnh - Bạch Mai,Quỳnh,Bạch Mai,,
Ngách 7 Ngõ Quỳnh - Bạch Mai,Quỳnh,Bạch Mai,,
Ngõ Quỳnh - Bạch Mai,Quỳnh,Bạch Mai,,
Ngõ 10 Phố Quỳnh Lôi - Bạch Mai,Quỳnh Lôi,Bạch Mai,,
Ngõ 13 Phố Quỳnh Lôi - Bạch Mai,Quỳnh Lôi,Bạch Mai,,
Ngõ 14 Phố Quỳnh Lôi - Bạch Mai,Quỳnh Lôi,Bạch Mai,,
Ngõ 15 Phố Quỳnh Lôi - Bạch Mai,Quỳnh Lôi,Bạch Mai,,
Ngõ 17 Phố Quỳnh Lôi - Bạch Mai,Quỳnh Lôi,Bạch Mai,,
Ngõ 4 Phố Quỳnh Lôi - Bạch Mai,Quỳnh Lôi,Bạch Mai,,
Ngõ 6 Phố Quỳnh Lôi - Bạch Mai,Quỳnh Lôi,Bạch Mai,,
Ngõ 8 Phố Quỳnh Lôi - Bạch Mai,Quỳnh Lôi,Bạch Mai,,
Ngõ 9 Phố Quỳnh Lôi - Bạch Mai,Quỳnh Lôi,Bạch Mai,,
Phố Quỳnh Lôi - Bạch Mai,Quỳnh Lôi,Bạch Mai,,
Ngõ 1 Phố Quỳnh Mai - Bạch Mai,Quỳnh Mai,Bạch Mai,,
Ngõ E7 Phố Quỳnh Mai - Bạch Mai,Quỳnh Mai,Bạch Mai,,
Phố Quỳnh Mai - Bạch Mai,Quỳnh Mai,Bạch Mai,,
Cầu Kim Ngưu S2 - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Cầu Kim Ngưu S3 - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Cầu Kim Ngưu S4 - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Ngách 126/3 Phố Kim Ngưu - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Ngách 54/1 Phố Kim Ngưu - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Ngõ 100 Phố Kim Ngưu - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Ngõ 102 Phố Kim Ngưu - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Ngõ 126 Phố Kim Ngưu - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Ngõ 156 Phố Kim Ngưu - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Ngõ 174 Phố Kim Ngưu - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Ngõ 250 Phố Kim Ngưu - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Ngõ 254 Phố Kim Ngưu - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Ngõ 260 Phố Kim Ngưu - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Ngõ 34 Phố Kim Ngưu - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Ngõ 54 Phố Kim Ngưu - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Ngõ 74 Phố Kim Ngưu - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Ngõ 84 Phố Kim Ngưu - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Ngõ 88 Phố Kim Ngưu - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Ngõ E4 Phố Kim Ngưu - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Ngõ E8 Phố Kim Ngưu - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Phố Kim Ngưu - Bạch Mai,Sông Kim Ngưu,Bạch Mai,,
Hẻm 40/2/1 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Hẻm 40/2/3 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Hẻm 40/30/5 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Hẻm 40/60/11 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngách 1/2 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngách 15/1 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngách 17/2 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngách 17/9 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngách 40/16 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngách 40/18 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngách 40/2 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngách 40/30 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngách 40/60 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngõ 1 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngõ 15 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngõ 16 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngõ 17 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngõ 22 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngõ 27 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngõ 29 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngõ 30 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngõ 33 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngõ 39 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
Ngõ 40 Phố Tạ Quang Bửu - Bạch Mai,Tạ Quang Bửu,Bạch Mai,,TRUE
